1 爱/ài,HSK1,爱,ài,To Love,Wǒ ài wǒ de lǎogōng.,I love my husband.,我爱我的老公,v
3 把/bǎ,HSK3,把,bǎ,Handle/(Used to shift the gramatical object in front of the verb),Qǐng bǎ mén guān yīxià.,Please close the door.,请把门关一下,n
1 爸爸/bàba,HSK1,爸爸,bàba,Father,Wǒ bàba zài gēn wǒ shuōhuà.,My father is talking to me.,我爸爸在跟我说话,n
5 半/bàn,HSK3,半,bàn,Half,Wǒ bǎ zhè zhāng zhǐ sī chéng le liǎng bàn.,I tore this piece of paper in half.,我把这张纸撕成了两半,n
4 班/bān,HSK3,班,bān,Class,Wǒmen bān yǒu sānshí míng xuésheng.,There are 30 students in our class.,我们班有三⼗名学⽣,n
6 办法/bànfǎ,HSK3,办法,bànfǎ,Method/Way,Zhìliáo bèitòng de wéiyī bànfǎ shì xiūxi.,The only way to cure backache is to rest.,治疗背痛的唯一办法是休息,n
7 办公室/bàngōngshì,HSK3,办公室,bàngōngshì,Office,Máfan lái yīxià wǒ de bàngōngshì.,Please come to my office.,⿇烦来一下我的办公室,n
9 饱/bǎo,HSK3,饱,bǎo,Full,Nǐ chī bǎo le ma?,Are you full?,你吃饱了吗？,n
8 包/bāo,HSK3,包,bāo,Bag,Wǒ zhǎo bùdào wǒ de bāo le.,I can't find my bag.,我找不到我的包了,n
10 报纸/bàozhǐ,HSK3,报纸,bàozhǐ,Newspaper,Qǐng bǎ bàozhǐ nágěi wǒ.,"Bring me the newspaper, please.",请把报纸拿给我,n
11 北⽅/běifāng,HSK3,北⽅,běifāng,North,Běifāng de dōngtiān hěn lěng.,The winter in the north is very cold.,北⽅的冬天很冷,n
3 北京/Běijīng,HSK1,北京,Běijīng,Beijing,Běijīng shì zhōngguó de shǒudū.,Beijing is the capital of China.,北京是中国的⾸都,n
2 杯⼦/bēizi,HSK1,杯⼦,bēizi,Cup,Wǒ bǎ bēizi dǎpò le.,I broke the cup.,我把杯⼦打破了,n
2 杯⼦/bēizi,HSK1,杯⼦,bēizi,Cup,Wǒ bǎ bēizi dǎpò le.,I broke the cup.,我把杯⼦打破了,n
14 变化/biànhuà,HSK3,变化,biànhuà,Change,Zhège chéngshì de biànhuà hěn dà.,This city has gone through a big change.,这个城市的变化很⼤,n
15 宾馆/bīnguǎn,HSK3,宾馆,bīnguǎn,Hotel,Zhè shì yī jiā wǔxīngjí de bīnguǎn.,This is a five star hotel.,这是一家五星级的宾馆,n
16 冰箱/bīngxiāng,HSK3,冰箱,bīngxiāng,Refrigerator,Wǒ bǎ suānnǎi cóng bīngxiāng lǐ ná chūlái le.,I took out the yogurt from the refrigerator.,我把酸奶从冰箱⾥拿出来了,n
13 ⽐赛/bǐsài,HSK3,⽐赛,bǐsài,Match,Wǒmen duì shū le dì yī chǎng bǐsài.,Our team lost the first match.,我们队输了第一场⽐赛,n
12 ⿐⼦/bízi,HSK3,⿐⼦,bízi,Nose,Tā bùduàn de xǐng bízi.,He kept on blowing his nose.,他不断地擤⿐⼦,n
4 菜 /cài,HSK1,菜 ,cài,Dish,Wǒ xǐhuan chī zhè dào cài.,I like to eat this dish.,我喜欢吃这道菜,n
17 菜单/càidān,HSK3,菜单,càidān,Menu,Qǐng bǎ càidān gěi wǒ.,Please show me the menu.,请把菜单给我,n
18 草/cǎo,HSK3,草,cǎo,Grass,Wǒmen zuò zài cǎodì shàng ba.,Let's sit on the grass.,我们坐在草地上吧,n
19 层/céng,HSK3,层,céng,Story/Floor (of a building),Wǒ zhù zài 11 céng.,I am living on the 11th floor.,我住在11层,n
5 茶 /chá,HSK1,茶 ,chá,Tea,Nǐ xiǎng hē kāfēi háishi chá?,Do you want to drink coffee or tea?,你想喝咖啡还是茶？,n
20 超市/chāoshì,HSK3,超市,chāoshì,Supermarket,"Dǎrǎo yīxià, chāoshì xiànzài yíngyè ma?",Excuse me. Is the supermarket open?,打扰一下，超市现在营业吗？,n
22 成绩/chéngjì,HSK3,成绩,chéngjì,Score/Grades,Wǒ zhège xuéqī de chéngjì hěn chà.,I got terrible grades this term.,我这个学期的成绩很差,n
23 城市/chéngshì,HSK3,城市,chéngshì,City,Zhè shì tā chūshēng de chéngshì.,This is the town where he was born.,这是他出⽣的城市,n
21 衬衫/chènshān,HSK3,衬衫,chènshān,Shirt,Wǒ bìxū yùn wǒ de chènshān.,I have to iron my shirt.,我必须熨我的衬衫,n
1 船/chuán,HSK2,船,chuán,Boat,Wǒmen zài děng chuán lái dù wǒmen guò hé.,We are waiting for the boat to cross the river.,我们在等船来渡我们过河,n
24 厨房/chúfáng,HSK3,厨房,chúfáng,Kitchen,Wǒ mā zài chúfáng lǐ zuòfàn.,My mom is cooking in the kitchen.,我妈在厨房⾥做饭,n
25 春/chūn,HSK3,春,chūn,Spring,"Qiūtiān bù xià hěnduō yǔ, dàn chūntiān xià hěnduō yǔ.","It doesn't rain a lot in fall, but it rains a lot in spring.",秋天不下很多雨，但春天下很多雨,n
6 出租车/chūzūchē,HSK1,出租车,chūzūchē,Taxi,Zhège chéngshì hěn nán dǎ dào chūzūchē.,It's very hard getting a taxi in this city.,这个城市很难打到出租车,n
26 词语/cíyǔ,HSK3,词语,cíyǔ,Word (general term including monosyllables through to short phrases),Zhège cíyǔ wǒ bù dǒng.,I don't understand this word.,这个词语我不懂,n
27 聪明/cōngming,HSK3,聪明,cōngming,Clever,Tā shì gè cōngming de háizi.,He is a clever kid.,他是个聪明的孩⼦,n
29 蛋糕/dàngāo,HSK3,蛋糕,dàngāo,Cake,Wǒ chī le sān kuài dàngāo.,I ate three pieces of cake.,我吃了三块蛋糕,n
28 打算/dǎsuàn,HSK3,打算,dǎsuàn,Plan,Nǐ jīntiān de dǎsuàn shì shénme?,What's your plan for today?,你今天的打算是什么？,n
30 灯/dēng,HSK3,灯,dēng,Light,Bǎ dēng guān le. Wǒ shuì bu zháo.,Turn off the light. I can't sleep.,把灯关了我睡不着,n
7 点/diǎn,HSK1,点,diǎn,O'clock,Xiànzài yǐjīng 9 diǎn le.,It's already nine o'clock.,现在已经9点了,n
8 电脑/diànnǎo,HSK1,电脑,diànnǎo,Computer,Wǒ méiyǒu diànnǎo.,I don't have a computer.,我没有电脑,n
9 电视/diànshì,HSK1,电视,diànshì,Television,Qǐng bǎ diànshì guān diào.,Please turn off the television.,请把电视关掉,n
33 电梯/diàntī,HSK3,电梯,diàntī,Elevator,Wǒ zài diàntī lǐmiàn wéndào le yānwèi.,I smell smoke in the elevator.,我在电梯⾥⾯闻到了烟味,n
10 电影/diànyǐng,HSK1,电影,diànyǐng,Movie,Jīnwǎn wǒ yào gēn wǒ nánpéngyou qù kàn diànyǐng.,I am going to see a movie with my boyfriend tonight.,今晚我要跟我男朋友去看电影,n
34 电⼦邮件/diànzǐ yóujiàn,HSK3,电⼦邮件,diànzǐ yóujiàn,Email,Wǒ xiǎng chá yīxià wǒ de diànzǐ yóujiàn.,I want to check my email.,我想查一下我的电⼦邮件,n
2 弟弟/dìdi,HSK2,弟弟,dìdi,Younger Brother,Wǒ dìdi zài dú dàxué.,My younger brother is attending a university.,我弟弟在读⼤学,n
31 地铁/dìtiě,HSK3,地铁,dìtiě,Subway/Metro,Qǐngwèn dìtiě zài nǎr?,Excuse me. Where's the metro?,请问地铁在哪⼉?,n
32 地图/dìtú,HSK3,地图,dìtú,Map,Zhè zhāng dìtú hěn zhǔn.,This map is very accurate.,这张地图很准,n
35 东/dōng,HSK3,东,dōng,East,Fēng cóng dōngbian chuī lái.,The wind is blowing from the east.,风从东边吹来,n
36 冬/dōng,HSK3,冬,dōng,Winter,"Wǒ tǎoyàn dōngtiān, yīnwèi dōngtiān hěn lěng.","I hate winter, because it's very cold.",我讨厌冬天，因为冬天很冷,n
37 动物/dòngwù,HSK3,动物,dòngwù,Animal,Hǎitún shì shífēn cōngming de dòngwù.,Dolphins are very intelligent animals.,海豚是⼗分聪明的动物,n
11 东西/dōngxi,HSK1,东西,dōngxi,Thing,Wǒ shénme dōngxi dōu bù xiǎng yào.,I don't want anything.,我什么东西都不想要,n
38 段/duàn,HSK3,段,duàn,Passage/Paragraph,"Rúguǒ nǐ wúfǎ lǐjiě suíhòu de jǐ duàn, nàme xiān yuèdú xià yī zhāng.",If you do not understand the preceding paragraph then read the next section.,如果你⽆法理解随后的⼏段，那么先阅读下一章,n
39 ⽿朵/ěrduo,HSK3,⽿朵,ěrduo,Ear,"Tā jì méiyǒu yǎnjing, yě méiyǒu ěrduo.",It has no eyes and no ears.,它既没有眼睛，也没有⽿朵,n
12 ⼉⼦/érzi,HSK1,⼉⼦,érzi,Son,Zhōngguó rén xǐhuan shēng érzi.,Chinese like having sons.,中国⼈喜欢⽣⼉⼦,n
13 饭店/fàndiàn,HSK1,饭店,fàndiàn,Restaurant,Zhè jiā fàndiàn cài hěn hǎochī.,The dishes in this restaurant are very delicious.,这家饭店菜很好吃,n
41 ⽅便/fāngbiàn,HSK3,⽅便,fāngbiàn,Convenience/Convenient,Nín shénme shíhou fāngbiàn?,When would it be convenient for you?,您什么时候⽅便？,n
3 房间/fángjiān,HSK2,房间,fángjiān,Room,Wǒ de fángjiān hěn gānjìng.,My room is very clean.,我的房间很⼲净,n
40 发烧/fāshāo,HSK3,发烧,fāshāo,Fever,Wǒ jīntiān yǒu diǎn fāshāo.,I have a slight fever today.,我今天有点发烧,n
14 飞机/fēijī,HSK1,飞机,fēijī,Airplane,Kàn! Tiānshàng yǒu yī jià fēijī.,Look! There is an airplane in the sky.,看！天上有一架飞机,n
4 分钟/fēnzhōng,HSK2,分钟,fēnzhōng,Minute,Wǒ xūyào xiūxi 20 fēnzhōng.,I need to rest for 20 minutes.,我需要休息20分钟,n
42 附近/fùjìn,HSK3,附近,fùjìn,Neighborhood/Nearby,Qǐngwèn zhè fùjìn yǒu méiyǒu xīngbākè?,"Excuse me, is there a starbucks nearby?",请问这附近有没有星巴克？,n
5 服务员/fúwùyuán,HSK2,服务员,fúwùyuán,Waiter/Waitress,Zhè jiā fàndiàn de fúwùyuán tàidu hěn chà.,The waiters in this restaurant have a bad attitude.,这家饭店的服务员态度很差,n
43 感冒/gǎnmào,HSK3,感冒,gǎnmào,Cold,Wǒ dé le zhòng gǎnmào.,I have caught a bad cold.,我得了重感冒,n
6 哥哥/gēge,HSK2,哥哥,gēge,Older Brother,Wǒ gēge huì kāichē.,My older brother can drive.,我哥哥会开车,n
44 根据/gēnjù,HSK3,根据,gēnjù,Basis/According To,"Gēnjù tā suǒ shuō de, tā shì yǒuzuì de.","According to what she said, he's guilty.","根据她所说的, 他是有罪的",n
7 公共汽车/gōnggòng qìchē,HSK2,公共汽车,gōnggòng qìchē,Bus,Wǒmen chéng gōnggòng qìchē qù shàngxué.,We go to school by bus.,我们乘公共汽车去上学,n
8 公司/gōngsī,HSK2,公司,gōngsī,Company,Zhè jiā gōngsī de lǎobǎn shì shuí?,Who is the boss of this company?,这家公司的老板是谁？,n
45 公园/gōngyuán,HSK3,公园,gōngyuán,Park,Gōngyuán lǐ dōu shì háizi.,The park is filled with children.,公园⾥都是孩⼦,n
15 狗/gǒu,HSK1,狗,gǒu,Dog,Wǒ fēicháng pà gǒu.,I am very afraid of dogs.,我⾮常怕狗,n
47 关系/guānxi,HSK3,关系,guānxi,Connection/Relationship,Wǒ gēn wǒ fùmǔ de guānxi bù shì hěn hǎo.,The relationship between me and my parents is not very good.,我跟我⽗母的关系不是很好,n
48 国家/guójiā,HSK3,国家,guójiā,Nation/Country,Zhōngguó shì gè jùdà de guójiā.,China is a huge country.,中国是个巨⼤的国家,n
49 果汁/guǒzhī,HSK3,果汁,guǒzhī,Juice/Fruit Juice,Nǐ xǐhuan hē shénme yàng de guǒzhī?,What kind of juice do you like?,你喜欢喝什么样的果汁？,n
46 故事/gùshi,HSK3,故事,gùshi,Story,Wǒ xiāngxìn nàge gùshi.,I believe that story.,我相信那个故事,n
9 孩⼦/háizi,HSK2,孩⼦,háizi,Child,Tā bùguò shì gè háizi.,He is just a child.,他不过是个孩⼦,n
16 汉语/hànyǔ,HSK1,汉语,hànyǔ,Chinese Language,Wǒ bù huì shuō hànyǔ.,I do not speak Chinese.,我不会说汉语,n
10 号/hào,HSK2,号,hào,Number,Nǐ de shǒujī hào shì duōshǎo?,What's your cellphone number?,你的手机号是多少？,n
50 河/hé,HSK3,河,hé,River,Wǒmen qù hé lǐ yóuyǒng le.,We went swimming in the river.,我们去河⾥游泳了,n
51 ⿊板/hēibǎn,HSK3,⿊板,hēibǎn,Blackboard,Lǎoshī zài hēibǎn shàng xiě chū le xīn dāncí.,The teacher wrote down the new words on the blackboard.,老师在⿊板上写出了新单词,n
17 后⾯/hòumian,HSK1,后⾯,hòumian,Back/Behind,Wǒ dūn zài shāfā hòumian.,I crouched behind the sofa.,我蹲在沙发后⾯,n
53 花/huā,HSK3,花,huā,Flower,Zhè huā yánsè hěn xiānyàn.,This flower's color is very bright.,这花颜⾊很鲜艳,n
56 环境/huánjìng,HSK3,环境,huánjìng,Environment,Wǒmen yīnggāi jìnlì bùyào wūrǎn huánjìng.,We ought to do our best not to pollute the environment.,我们应该尽⼒不要污染环境,n
54 花园/huāyuán,HSK3,花园,huāyuán,Garden,Tā zài huāyuán lǐ zhāi huā.,She is picking flowers in the garden.,她在花园⾥摘花,n
57 会议/huìyì,HSK3,会议,huìyì,Meeting,Huìyì shénme shíhou kāishǐ?,How soon will the meeting begin?,会议什么时候开始？,n
18 ⽕车站/huǒchē zhàn,HSK1,⽕车站,huǒchē zhàn,Railway Station,Huǒchē zhàn zài nǎli?,Where is the railway station?,⽕车站在哪⾥?,n
52 护照/hùzhào,HSK3,护照,hùzhào,Passport,Wǒ de hùzhào mǎshàng yào guòqī le.,My passport will be soon expired.,我的护照马上要过期了,n
19 家/jiā,HSK1,家,jiā,Home,Huānyíng lái dào wǒmen jiā.,Welcome to our home!,欢迎来到我们家,n
60 健康/jiànkāng,HSK3,健康,jiànkāng,Health,Wǒ hěn dānxīn nǐ de jiànkāng.,I worry about your health.,我很担⼼你的健康,n
61 ⾓/jiǎo,HSK3,⾓,jiǎo,Corner,"Tā diēdǎo shí, tóu pèngdào xiāngzi de yī jiǎo.",He fell and hit his head on the corner of a box.,他跌倒时，头碰到箱⼦的一⾓,n
62 脚/jiǎo,HSK3,脚,jiǎo,Foot,"Dāng tā diēdǎo shí, tā shāng le tā de zuǒjiǎo.",He hurt his left foot when he fell.,当他跌倒时，他伤了他的左脚,n
13 教室/jiàoshì,HSK2,教室,jiàoshì,Classroom,Zhè jiān jiàoshì hěn gānjìng.,This classroom is very clean.,这间教室很⼲净,n
11 机场/jīchǎng,HSK2,机场,jīchǎng,Airport,Dào jīchǎng yǒu duō yuǎn?,How far is it to the airport?,到机场有多远？,n
12 鸡蛋/jīdàn,HSK2,鸡蛋,jīdàn,Egg,Tā zài shìchǎng shàng mǎi le yī dǎ jīdàn.,She bought a dozen eggs at the market.,她在市场上买了一打鸡蛋,n
63 街道/jiēdào,HSK3,街道,jiēdào,Street,Jiēdào liǎngbiān yǒu xǔduō shāngdiàn.,There are many stores on either side of the street.,街道两边有许多商店,n
14 姐姐/jiějie,HSK2,姐姐,jiějie,Older Sister,Nǐ jiějie shì zuò shénme gōngzuò de?,What does your older sister do?,你姐姐是做什么⼯作的？,n
64 节⽬/jiémù,HSK3,节⽬,jiémù,Program,Nǐ xǐhuan kàn shénme yàng de diànshì jiémù?,What kind of TV programs do you like to watch?,你喜欢看什么样的电视节⽬？,n
65 节⽇/jiérì,HSK3,节⽇,jiérì,Festival/Holiday,Shèngdànjié shì jīdūjiào de jiérì.,Christmas is a Christian holiday.,圣诞节是基督教的节⽇,n
58 机会/jīhuì,HSK3,机会,jīhuì,Chance/Opportunity,Gěi wǒ yī cì jīhuì ba!,Give me a chance！,给我一次机会吧！,n
59 季节/jìjié,HSK3,季节,jìjié,Season,Qiūtiān shì wǒ zuì xǐhuan de jìjié.,Autumn is my favorite season.,秋天是我最喜欢的季节,n
66 经理/jīnglǐ,HSK3,经理,jīnglǐ,Manager,Jīnglǐ pīzhǔn le wǒmen de jìhuà.,The manager approved our plan.,经理批准了我们的计划,n
20 今天/jīntiān,HSK1,今天,jīntiān,Today,Wǒ jīntiān hěn máng.,I'm very busy today.,我今天很忙,n
67 句⼦/jùzi,HSK3,句⼦,jùzi,Sentence,Bùyào fānyì zhège jùzi!,Do not translate this sentence!,不要翻译这个句⼦！,n
15 咖啡/kāfēi,HSK2,咖啡,kāfēi,Coffee,Wǒ diǎn le yī bēi kāfēi.,I ordered a cup of coffee.,我点了一杯咖啡,n
16 考试/kǎoshì,HSK2,考试,kǎoshì,Exam,Míngtiān wǒ bìxū cānjiā kǎoshì.,I have to take an exam tomorrow.,明天我必须参加考试,n
17 课/kè,HSK2,课,kè,Lesson/Class,Míngtiān de kè wǒ néng bù lái ma?,May I be excused from tomorrow's class?,明天的课我能不来吗？,n
68 客⼈/kèrén,HSK3,客⼈,kèrén,Guest,Jīntiān nǐ shì wǒ de kèrén.,Today you are my guest.,今天你是我的客⼈,n
69 空调/kōngtiáo,HSK3,空调,kōngtiáo,Air Conditioner,Wǒ xiǎng mǎi yī tái kōngtiáo.,I want to buy an air conditioner.,我想买一台空调,n
70 ⼜/kǒu,HSK3,⼜,kǒu,Mouth,"Kǒu zhōng yǒu mì, xīn zhōng yǒu dú.",Honey in the mouth and poison in the heart..,⼜中有蜜，⼼中有毒,n
72 块/kuài,HSK3,块,kuài,Piece/Measure Word,Wǒ chī le yī kuài dàngāo.,I ate a piece of cake.,我吃了一块蛋糕,n
73 筷⼦/kuàizi,HSK3,筷⼦,kuàizi,Chopsticks,"Wǒmen yòng kuàizi, bù yòng dāo chā.",We use chopsticks instead of knives and forks.,我们⽤筷⼦，不⽤⼑叉,n
71 裤⼦/kùzi,HSK3,裤⼦,kùzi,Trousers/Pants,Wǒ mǎi le liǎng tiáo kùzi.,I bought two pairs of trousers.,我买了两条裤⼦,n
21 老师/lǎoshī,HSK1,老师,lǎoshī,Teacher,Wǒ yǒu yī wèi hěn piàoliang de lǎoshī.,I have a beautiful teacher.,我有一位很漂亮的老师,n
22 ⾥/lǐ,HSK1,⾥,lǐ,Inside,Wǒ bǎ shuǐguǒ fàng jìn bīngxiāng lǐ.,I put the fruit inside the refrigerator.,我把⽔果放进冰箱⾥,n
76 脸/liǎn,HSK3,脸,liǎn,Face,Tā de liǎn hěn yuán.,Her face is very round,她的脸很圆,n
77 辆/liàng,HSK3,辆,liàng,Measure Word For Cars,Nà liàng jiǎotàchē duì nǐ láishuō tài xiǎo le.,That bicycle is too small for you.,那辆脚踏车对你来说太⼩了,n
78 邻居/línjū,HSK3,邻居,línjū,Neighbor,Wǒ de línjū shì gè dà měinǚ.,My neighbor is a beautiful woman.,我的邻居是个⼤美⼥,n
75 历史/lìshǐ,HSK3,历史,lìshǐ,History,Tā xǐhuan dìlǐ hé lìshǐ.,He likes geography and history.,他喜欢地理和历史,n
74 礼物/lǐwù,HSK3,礼物,lǐwù,Gift,Jīnnián nǐ xiǎng yào shénme shēngrì lǐwù?,What birthday gift do you want this year?,今年你想要什么⽣⽇礼物？,n
79 楼/lóu,HSK3,楼,lóu,Building,Zhè dòng lóu kuài yào dǎo le.,This building is about to collapse.,这栋楼快要倒了,n
18 路/lù,HSK2,路,lù,Road,Zhè tiáo lù shì qù jīchǎng de.,This road will lead you to the airport.,这条路是去机场的,n
80 马/mǎ,HSK3,马,mǎ,Horse,Wǒ xiǎng xuéxí qímǎ.,I want to learn to ride a horse.,我想学习骑马,n
23 妈妈/māma,HSK1,妈妈,māma,Mother,Wǒ māma shì gè shànliáng de nǚrén.,My mother is a kind woman.,我妈妈是个善良的⼥⼈,n
24 猫/māo,HSK1,猫,māo,Cat,Māo xǐhuan chī yú.,A cat likes to eat fish.,猫喜欢吃鱼,n
81 帽⼦/màozi,HSK3,帽⼦,màozi,Hat,Dàishàng nǐ de màozi.,Put your hat on.,戴上你的帽⼦,n
19 妹妹/mèimei,HSK2,妹妹,mèimei,Younger Sisiter,Wǒ mèimei jīngcháng kū.,My sister often cries.,我妹妹经常哭,n
82 门/mén,HSK3,门,mén,Door,Suǒyǒu de mén doū cóng wàimian suǒ shàng le.,All the doors had been locked from the outside.,所有的门都从外⾯锁上了,n
83 ⽶/mǐ,HSK3,⽶,mǐ,Rice,"Miànbāo hé tǔdòu shì xīfāng rén de zhǔshí, ér zhōngguó rén de zhǔshí shì mǐ",⾯包和⼟⾖是西⽅⼈的主⾷，⽽中国⼈的主⾷是⽶和⾯,hé miàn.,n
84 ⾯包/miànbāo,HSK3,⾯包,miànbāo,Bread,Zhège miànbāo tài tián le.,This bread is too sweet.,这个⾯包太甜了,n
85 ⾯条/miàntiáo,HSK3,⾯条,miàntiáo,Noodle,Zhè jiā de miàntiáo zhēn měiwèi.,The noodles in this resturant is very tasty.,这家的⾯条真美味,n
25 ⽶饭/mǐfàn,HSK1,⽶饭,mǐfàn,(Cooked) Rice,Zài nǐmen guójiā chī mǐfàn ma?,Do you eat rice in your country?,在你们国家吃⽶饭吗？,n
27 明天/míngtiān,HSK1,明天,míngtiān,Tomorrow,Míngtiān shì xīngqīrì.,Tomorrow will be Sunday.,明天是星期⽇,n
26 名字/míngzi,HSK1,名字,míngzi,Name,Nǐ jiào shénme míngzi?,What's your name?,你叫什么名字？,n
86 奶奶/nǎinai,HSK3,奶奶,nǎinai,Grandmother (Father's Mother),Zhè tiáo xiàngliàn shì wǒ nǎinai sònggěi wǒ de.,My grandma gave me this necklace.,这条项链是我奶奶送给我的,n
87 南/nán,HSK3,南,nán,South,"Qiūtiān de shíhou, yànzi huì wǎng nán fēi.","In the autumn, swallows will fly south.",秋天的时候，燕⼦会往南飞,n
20 男⼈/nánrén,HSK2,男⼈,nánrén,Man,Nánrén yīnggāi gōngzuò.,Men should work.,男⼈应该⼯作,n
28 年/nián,HSK1,年,nián,Year,Jīnnián shì 2016 nián.,This year is 2016.,今年是2016年,n
89 年级/niánjí,HSK3,年级,niánjí,Grade,Wǒ érzi shàng xiǎoxué sān niánjí.,My son's in the third grade.,我⼉⼦上⼩学三年级,n
90 年轻/niánqīng,HSK3,年轻,niánqīng,Youth/Young,Tā kàn qǐlái hěn niánqīng.,She looks very young.,她看起来很年轻,n
91 鸟/niǎo,HSK3,鸟,niǎo,Bird,Wǒ tīngjiàn yī zhī xiǎo niǎo zài chànggē.,I heard a little bird singing.,我听见一只⼩鸟在唱歌,n
21 ⽜奶/niúnǎi,HSK2,⽜奶,niúnǎi,Milk,Wǒ xǐhuan zài kāfēi lǐ jiā niúnǎi.,I like to add milk to my coffee.,我喜欢在咖啡⾥加⽜奶,n
29 ⼥⼉/nǚ'ér,HSK1,⼥⼉,nǚ'ér,Daughter,Wǒ xiǎng yào yī gè nǚ'ér.,I want a daughter.,我想要一个⼥⼉,n
22 ⼥⼈/nǚrén,HSK2,⼥⼈,nǚrén,Woman,Tā shì gè hěn bàng de nǚrén.,She is a wonderful woman.,她是个很棒的⼥⼈,n
23 旁边/pángbiān,HSK2,旁边,pángbiān,Side,Zuò zài wǒ pángbiān de shì wǒ de mèimei.,My sister is sitting by my side.,坐在我旁边的是我的妹妹,n
92 盘⼦/pánzi,HSK3,盘⼦,pánzi,Plate,Tā zài pánzi lǐ duīmǎn le shíwù.,He filled the plate with food.,他在盘⼦⾥堆满了⾷物,n
30 朋友/péngyou,HSK1,朋友,péngyou,Friend,Nǐmen dōu shì wǒ de péngyou.,You are all my friends.,你们都是我的朋友,n
24 票/piào,HSK2,票,piào,Ticket,Wǒ yǐjīng mǎi piào le.,I have already bought the ticket.,我已经买票了,n
93 啤酒/píjiǔ,HSK3,啤酒,píjiǔ,Beer,Wǒ hē le yī píng píjiǔ.,I drank a bottle of beer.,我喝了一瓶啤酒,n
31 苹果/píngguǒ,HSK1,苹果,píngguǒ,Apple,Zhège píngguǒ hěn hǎochī.,This apple is very tasty.,这个苹果很好吃,n
94 葡萄/pútao,HSK3,葡萄,pútao,Grape,Zhè pútao tián ma?,Are these grapes sweet?,这葡萄甜吗？,n
95 普通话/pǔtōnghuà,HSK3,普通话,pǔtōnghuà,Mandarin,Wǒ huì shuō yīdiǎn pǔtōnghuà.,I can speak a little bit Mandarin.,我会说一点普通话,n
32 钱/qián,HSK1,钱,qián,Money,Nǐ de qián gòu ma?,Do you have enough money?,你的钱够吗？,n
96 铅笔/qiānbǐ,HSK3,铅笔,qiānbǐ,Pencil,Néng jiè wǒ zhī qiānbǐ ma?,Would you lend me a pencil?,能借我⽀铅笔吗？,n
33 前⾯/qiánmian,HSK1,前⾯,qiánmian,Front,Wǒ zài xuéxiào qiánmian děng nǐ.,I will wait for you in front of the school.,我在学校前⾯等你,n
97 秋/qiū,HSK3,秋,qiū,Autumn,Qiūtiān mǎshàng jiù yào lái le.,Autumn is coming soon.,秋天马上就要来了,n
25 妻⼦/qīzi,HSK2,妻⼦,qīzi,Wife,Wǒ xiǎngniàn wǒ de qīzi.,I miss my wife.,我想念我的妻⼦,n
26 去年/qùnián,HSK2,去年,qùnián,Last Year,Qùnián wǒ qù kàn wǒ bà mā le.,Last year I visited my parents.,去年我去看我爸妈了,n
98 裙⼦/qúnzi,HSK3,裙⼦,qúnzi,Skirt,Zhè tiáo qúnzi zěnme yàng?,How is this skirt?,这条裙⼦怎么样？,n
